employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
46369,Procurement,region_17,Master's & above,f,other,1,42,3.0,9,0,0,70,0
58391,Procurement,region_2,Bachelor's,f,sourcing,1,38,2.0,6,0,0,70,0
65940,Analytics,region_7,Bachelor's,m,sourcing,2,31,3.0,7,0,0,87,0
76246,Operations,region_22,Master's & above,m,sourcing,1,34,5.0,8,0,0,61,0
10898,Sales & Marketing,region_2,Bachelor's,m,other,1,43,5.0,8,1,0,47,0
77366,Operations,region_2,Bachelor's,m,sourcing,1,39,3.0,5,0,0,58,0
50251,Technology,region_23,Master's & above,m,other,3,40,4.0,5,0,0,77,0
62102,Analytics,region_2,Bachelor's,m,other,2,34,2.0,8,0,0,83,0
32990,Procurement,region_22,Bachelor's,m,other,2,30,4.0,3,0,0,64,0
10353,Operations,region_2,Bachelor's,f,referred,1,38,4.0,4,0,0,61,0
33703,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,28,3.0,6,0,0,52,0
74681,Sales & Marketing,region_12,Bachelor's,m,other,1,38,3.0,2,1,0,46,0
20428,Sales & Marketing,region_24,Bachelor's,m,other,2,31,3.0,6,0,0,47,0
77988,Sales & Marketing,region_9,Bachelor's,m,sourcing,2,27,4.0,4,0,0,50,0
11941,Sales & Marketing,region_7,Bachelor's,m,other,2,53,1.0,3,0,0,48,0
62205,Technology,region_22,Bachelor's,f,other,1,34,2.0,2,0,0,77,0
48449,Operations,region_6,Bachelor's,m,sourcing,1,35,3.0,7,0,0,57,0
42654,Finance,region_22,Master's & above,m,other,2,35,3.0,7,0,0,54,0
43006,R&D,region_22,Master's & above,m,sourcing,1,28,4.0,2,1,1,82,0
39493,Sales & Marketing,region_4,Master's & above,m,other,2,40,5.0,8,0,0,48,0
12134,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,47,4.0,17,0,0,53,0
9892,Operations,region_22,Master's & above,m,referred,1,40,4.0,3,0,0,55,0
46337,Technology,region_13,Bachelor's,m,other,1,35,3.0,3,1,0,83,1
59979,Operations,region_1,Bachelor's,f,sourcing,2,29,,1,0,0,53,0
6040,Sales & Marketing,region_13,,m,other,1,22,,1,0,0,50,0
64262,Procurement,region_23,Master's & above,f,sourcing,1,38,5.0,4,1,0,74,0
19158,Finance,region_28,Bachelor's,f,sourcing,1,28,4.0,2,1,0,58,0
15736,Procurement,region_5,Bachelor's,m,sourcing,1,29,3.0,5,0,0,70,0
2350,Analytics,region_26,Bachelor's,m,sourcing,2,27,5.0,2,1,0,85,0
24184,Sales & Marketing,region_13,Master's & above,m,other,1,43,5.0,13,0,0,48,0
25745,Operations,region_22,Bachelor's,f,other,1,34,4.0,3,0,0,55,0
67880,Technology,region_2,Master's & above,f,sourcing,1,36,4.0,2,1,0,81,0
46565,Technology,region_11,Bachelor's,m,other,1,32,1.0,9,0,0,82,0
6927,Analytics,region_22,Bachelor's,m,sourcing,3,27,,1,1,0,86,1
19613,Procurement,region_17,Bachelor's,f,sourcing,1,32,3.0,7,0,0,69,0
47857,Sales & Marketing,region_12,Bachelor's,f,other,1,27,3.0,4,0,0,47,0
30036,Sales & Marketing,region_31,Bachelor's,m,other,1,40,2.0,11,0,0,49,0
2119,Sales & Marketing,region_13,Bachelor's,m,other,1,53,1.0,12,0,0,49,0
75488,Finance,region_32,Bachelor's,m,other,1,37,4.0,11,0,0,61,0
8496,Operations,region_2,Master's & above,m,referred,1,34,5.0,4,1,0,61,0
26109,Legal,region_29,Master's & above,m,other,1,34,3.0,3,0,0,61,0
46180,Technology,region_26,Bachelor's,f,other,1,41,3.0,15,0,0,82,0
61640,Technology,region_15,Bachelor's,f,other,1,31,1.0,5,0,0,83,0
55190,Finance,region_2,,m,sourcing,1,31,1.0,2,0,0,63,0
60903,HR,region_2,,f,sourcing,1,34,3.0,7,0,0,48,0
40031,Sales & Marketing,region_14,Bachelor's,m,other,1,36,1.0,3,1,0,49,0
18972,Finance,region_2,Bachelor's,m,sourcing,1,39,4.0,2,0,0,62,0
24474,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,5.0,3,1,0,48,0
16715,Operations,region_24,Bachelor's,m,other,2,32,5.0,5,0,0,55,0
22159,Sales & Marketing,region_15,Bachelor's,m,other,2,32,1.0,3,0,0,50,0
59911,Procurement,region_13,Bachelor's,m,other,1,38,3.0,7,0,0,68,0
9157,Sales & Marketing,region_15,Master's & above,m,other,1,45,1.0,6,0,0,47,0
59220,Operations,region_22,Bachelor's,f,sourcing,1,29,1.0,8,0,0,61,0
59387,Sales & Marketing,region_32,Bachelor's,f,other,2,27,3.0,3,0,0,50,0
31158,Operations,region_7,Master's & above,m,sourcing,1,49,3.0,19,0,0,61,0
31859,Procurement,region_2,Master's & above,m,sourcing,1,47,4.0,19,0,0,68,0
7435,Analytics,region_2,Bachelor's,m,sourcing,2,20,,1,0,0,83,0
2539,Operations,region_26,Bachelor's,m,sourcing,1,29,3.0,2,0,0,54,0
11112,Technology,region_13,Bachelor's,m,sourcing,1,24,,1,0,0,81,0
7882,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,31,1.0,5,0,0,50,0
45586,Sales & Marketing,region_7,Master's & above,f,sourcing,1,41,5.0,7,1,0,48,0
44039,Procurement,region_27,Bachelor's,m,other,1,30,3.0,6,0,0,85,1
15011,Operations,region_27,Bachelor's,f,other,1,28,3.0,4,1,0,59,0
50231,Technology,region_2,Below Secondary,m,sourcing,1,21,,1,0,0,81,0
70431,Operations,region_2,Bachelor's,f,other,1,47,3.0,2,1,0,63,0
51955,Sales & Marketing,region_7,,f,other,1,25,,1,0,0,52,0
65757,Sales & Marketing,region_1,Master's & above,m,other,1,40,4.0,12,0,0,51,0
57780,Operations,region_30,Bachelor's,f,other,1,28,3.0,1,0,0,62,0
32686,Procurement,region_9,Bachelor's,m,other,5,28,3.0,4,0,0,71,0
57783,Technology,region_6,Bachelor's,m,sourcing,1,24,,1,0,1,87,1
63994,Technology,region_5,Bachelor's,m,other,1,41,4.0,2,1,0,80,0
40157,Operations,region_16,Bachelor's,f,sourcing,1,34,5.0,7,1,0,55,0
74276,Operations,region_2,Master's & above,f,other,1,50,4.0,16,0,0,57,0
21202,Finance,region_28,Master's & above,m,sourcing,1,31,5.0,3,0,0,58,0
65880,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,3.0,2,0,0,51,0
56985,Procurement,region_2,Master's & above,f,other,1,36,5.0,10,1,0,69,0
48019,Procurement,region_26,Bachelor's,m,sourcing,4,25,,1,0,0,67,0
10189,Analytics,region_2,,m,other,1,35,5.0,5,1,0,82,0
27142,Analytics,region_21,Bachelor's,f,other,1,31,4.0,4,0,0,86,0
61773,Sales & Marketing,region_13,Master's & above,m,sourcing,1,33,1.0,8,0,0,48,0
50358,Technology,region_28,Bachelor's,m,other,2,32,1.0,6,0,0,83,0
48052,Sales & Marketing,region_31,Bachelor's,m,other,1,26,3.0,4,0,0,50,0
44219,Analytics,region_15,Bachelor's,m,other,1,29,5.0,5,1,0,86,0
54616,Analytics,region_8,Bachelor's,f,other,1,27,3.0,2,0,0,75,0
53602,Procurement,region_13,Bachelor's,f,sourcing,1,39,3.0,7,0,0,71,0
62834,Analytics,region_4,Master's & above,m,sourcing,1,32,5.0,2,1,0,78,0
13815,Sales & Marketing,region_27,Bachelor's,m,other,3,34,3.0,6,1,0,50,0
70105,Operations,region_13,Bachelor's,m,other,2,30,4.0,5,0,0,59,0
3906,Procurement,region_4,Master's & above,m,other,1,46,3.0,18,0,0,65,0
15105,Sales & Marketing,region_22,Master's & above,f,other,1,38,3.0,4,0,0,47,0
74971,Sales & Marketing,region_27,Bachelor's,m,other,2,30,4.0,3,0,0,50,0
30629,Finance,region_6,Bachelor's,f,sourcing,1,28,5.0,4,1,0,61,0
73958,Operations,region_2,Master's & above,f,sourcing,1,38,5.0,10,1,0,59,1
62310,Analytics,region_22,Bachelor's,m,sourcing,2,28,5.0,4,1,0,86,0
6879,Technology,region_22,Bachelor's,m,referred,1,29,3.0,4,0,0,79,0
33803,Technology,region_2,Bachelor's,m,other,1,37,3.0,9,0,0,75,0
27687,Technology,region_2,Bachelor's,m,other,3,28,5.0,5,1,0,82,0
26776,Sales & Marketing,region_22,Master's & above,f,other,1,32,5.0,6,1,0,48,0
59943,Finance,region_7,Master's & above,m,other,1,38,4.0,7,1,0,54,0
19867,Operations,region_2,Master's & above,m,sourcing,1,52,1.0,19,0,0,59,0
4189,Procurement,region_26,Bachelor's,m,sourcing,3,30,5.0,3,0,0,73,0
52466,Sales & Marketing,region_7,Bachelor's,m,other,1,23,,1,1,0,54,0
18691,Analytics,region_1,Master's & above,m,sourcing,1,32,5.0,4,1,0,90,1
63137,Procurement,region_30,Bachelor's,m,other,1,37,3.0,9,0,0,67,0
38534,Procurement,region_22,Bachelor's,f,other,1,30,,1,0,0,70,0
32356,Technology,region_22,Bachelor's,m,other,1,27,2.0,2,0,0,80,0
23927,Procurement,region_15,Master's & above,f,other,1,37,3.0,7,0,0,74,1
44283,Sales & Marketing,region_19,Bachelor's,m,other,2,39,3.0,2,1,0,47,0
74183,Sales & Marketing,region_13,Bachelor's,m,other,1,34,3.0,6,0,1,49,0
7150,Technology,region_15,Master's & above,f,sourcing,1,33,3.0,5,0,0,82,0
15391,Operations,region_7,Master's & above,f,other,1,41,3.0,7,0,0,65,0
44603,HR,region_2,Below Secondary,m,sourcing,1,20,,1,0,0,44,0
3111,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,1.0,6,0,0,48,0
37109,Operations,region_15,Master's & above,m,other,1,54,5.0,16,1,0,97,1
58575,Sales & Marketing,region_22,Bachelor's,f,other,2,30,1.0,5,0,0,50,0
67764,Sales & Marketing,region_2,,m,other,1,28,5.0,3,0,0,51,0
12789,HR,region_11,Bachelor's,f,other,1,31,1.0,6,0,0,50,0
30450,Sales & Marketing,region_2,Master's & above,f,sourcing,1,41,3.0,13,1,0,55,0
44060,Sales & Marketing,region_28,Master's & above,m,other,1,32,5.0,8,1,0,49,0
39418,Technology,region_25,Bachelor's,m,other,1,27,5.0,4,1,0,82,0
5152,Procurement,region_2,Master's & above,m,sourcing,2,35,3.0,3,0,0,71,0
35697,Technology,region_19,Bachelor's,f,other,2,36,4.0,10,1,0,78,0
29912,Analytics,region_7,Bachelor's,m,sourcing,1,30,3.0,2,1,0,82,0
46301,Technology,region_2,Bachelor's,m,other,1,55,2.0,2,0,0,80,0
76710,Sales & Marketing,region_13,Master's & above,m,sourcing,1,37,4.0,8,0,0,49,0
16420,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,5.0,5,0,0,50,0
37028,Procurement,region_7,Master's & above,f,other,2,35,3.0,5,1,0,67,1
18208,Procurement,region_26,Bachelor's,m,other,1,40,3.0,8,0,0,70,0
52910,Finance,region_2,Bachelor's,f,other,1,38,3.0,3,0,0,57,0
7808,Technology,region_26,Master's & above,m,other,1,42,3.0,13,0,0,80,0
11381,Sales & Marketing,region_29,Master's & above,m,sourcing,1,30,3.0,7,0,0,53,0
878,Technology,region_7,Bachelor's,m,referred,1,30,3.0,2,0,0,79,0
36073,Operations,region_6,Bachelor's,f,other,2,39,3.0,10,0,0,63,0
31306,Operations,region_2,Master's & above,f,other,1,37,5.0,9,1,0,57,0
18880,Operations,region_7,Bachelor's,m,sourcing,1,37,3.0,7,0,0,60,0
21837,Procurement,region_4,Master's & above,m,sourcing,1,40,3.0,6,0,0,69,0
65043,Operations,region_22,Bachelor's,m,sourcing,1,28,3.0,3,1,0,58,0
48045,Sales & Marketing,region_5,Master's & above,m,other,1,36,3.0,9,0,0,52,0
33707,Procurement,region_2,Bachelor's,m,other,1,29,,1,0,0,69,0
43758,Technology,region_1,Bachelor's,f,other,1,26,4.0,2,1,0,76,0
35854,Operations,region_13,Bachelor's,f,other,1,46,4.0,19,0,0,60,0
12514,Sales & Marketing,region_33,Bachelor's,m,other,1,31,5.0,2,1,0,50,0
16821,Operations,region_7,Bachelor's,m,other,1,30,,1,1,0,66,0
78181,Technology,region_13,Master's & above,m,other,1,32,1.0,7,0,0,81,0
30363,Technology,region_13,Bachelor's,m,other,1,33,2.0,5,0,0,78,0
18749,Operations,region_13,Bachelor's,f,other,1,31,3.0,3,1,0,61,0
72605,R&D,region_7,Master's & above,m,sourcing,2,34,,1,0,0,83,0
77144,Technology,region_24,Master's & above,f,other,1,38,1.0,2,0,0,80,0
15237,Technology,region_27,Bachelor's,m,sourcing,2,33,3.0,3,0,0,81,0
18357,Sales & Marketing,region_4,Bachelor's,m,other,1,27,5.0,1,1,0,48,0
53016,Technology,region_23,Master's & above,m,other,1,36,3.0,4,0,0,79,0
2565,Operations,region_8,Master's & above,f,sourcing,1,38,1.0,4,0,0,57,0
56516,Procurement,region_15,Bachelor's,m,other,2,28,3.0,5,0,0,69,0
72713,HR,region_13,Bachelor's,f,other,1,31,3.0,5,0,0,52,0
59795,Procurement,region_22,Bachelor's,m,other,1,30,5.0,2,1,0,69,1
16886,Technology,region_26,Bachelor's,m,other,1,25,3.0,2,0,0,91,1
14165,Technology,region_2,Master's & above,m,other,2,52,4.0,22,0,0,72,0
69491,Sales & Marketing,region_7,Bachelor's,m,other,1,42,4.0,4,0,0,52,0
75707,Sales & Marketing,region_31,,m,other,1,31,5.0,6,1,0,45,0
16373,Procurement,region_14,Master's & above,m,sourcing,1,35,5.0,8,0,0,69,0
11487,Sales & Marketing,region_2,,m,other,2,31,3.0,6,0,0,51,0
57927,Sales & Marketing,region_16,Bachelor's,m,other,2,25,3.0,3,0,0,47,0
43354,Analytics,region_9,Bachelor's,m,other,1,25,2.0,2,0,0,84,0
818,Sales & Marketing,region_2,Bachelor's,f,other,1,33,3.0,10,0,0,45,0
129,R&D,region_2,Master's & above,m,sourcing,1,38,4.0,9,0,0,83,0
22955,Operations,region_22,Master's & above,m,sourcing,1,35,1.0,3,0,0,59,0
46620,Procurement,region_16,Bachelor's,m,sourcing,2,35,1.0,4,1,0,71,0
55625,Technology,region_22,Bachelor's,m,referred,1,26,4.0,4,1,1,90,1
33045,Sales & Marketing,region_29,Bachelor's,f,other,1,26,1.0,3,1,0,51,0
45003,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,1.0,4,0,0,52,0
34116,Procurement,region_16,Master's & above,f,other,1,34,4.0,4,1,0,73,0
75566,Procurement,region_15,Bachelor's,m,sourcing,1,32,2.0,2,1,0,71,0
29536,HR,region_2,Master's & above,m,sourcing,1,34,4.0,2,0,0,50,0
45998,Sales & Marketing,region_22,Bachelor's,f,other,1,33,1.0,7,0,0,51,0
44846,Operations,region_2,Bachelor's,m,other,1,42,1.0,7,0,0,60,0
29510,Procurement,region_23,Bachelor's,m,other,1,33,5.0,8,1,0,71,0
13764,Technology,region_1,Master's & above,m,other,1,36,3.0,2,0,0,86,0
58483,Sales & Marketing,region_28,Bachelor's,m,sourcing,4,28,1.0,3,0,0,54,0
78167,Legal,region_22,Master's & above,m,sourcing,1,40,5.0,10,1,0,62,0
68672,Procurement,region_7,Bachelor's,m,sourcing,1,27,,1,1,0,64,0
65600,Procurement,region_17,Master's & above,f,other,1,50,5.0,19,0,0,68,0
49804,HR,region_7,Bachelor's,m,sourcing,1,34,3.0,9,1,0,50,0
49466,Sales & Marketing,region_1,Bachelor's,m,sourcing,3,25,,1,0,0,47,0
9156,Sales & Marketing,region_2,Bachelor's,m,other,1,46,5.0,4,1,0,55,1
69212,Sales & Marketing,region_26,Bachelor's,f,other,1,36,1.0,7,0,0,50,0
75857,Sales & Marketing,region_7,,m,sourcing,1,24,1.0,2,1,1,50,0
27381,Sales & Marketing,region_30,Bachelor's,m,other,1,38,3.0,10,0,0,57,0
49478,Technology,region_29,Bachelor's,f,sourcing,1,29,4.0,3,1,0,82,0
4589,R&D,region_22,Bachelor's,m,referred,3,30,2.0,4,1,0,87,0
24231,Procurement,region_7,Bachelor's,f,sourcing,1,28,,1,1,0,73,0
75761,Operations,region_26,Bachelor's,f,other,1,39,5.0,10,1,0,62,0
38895,Analytics,region_22,,m,other,2,26,,1,1,0,85,0
32407,Operations,region_22,Master's & above,m,other,1,41,2.0,6,0,0,63,0
75401,Procurement,region_2,Bachelor's,f,other,1,32,3.0,5,1,0,69,1
53847,Procurement,region_24,Bachelor's,m,other,1,29,3.0,2,0,0,66,0
20213,Operations,region_10,Master's & above,m,sourcing,1,32,5.0,4,0,0,59,0
65770,Analytics,region_29,Bachelor's,m,sourcing,1,32,4.0,6,1,0,82,0
5838,Operations,region_26,Bachelor's,m,other,1,40,3.0,6,1,0,60,0
77050,Technology,region_22,Master's & above,f,other,1,40,1.0,9,0,0,80,0
44908,Operations,region_4,Master's & above,f,other,1,43,3.0,7,1,0,61,1
43346,Operations,region_2,Bachelor's,f,sourcing,1,31,5.0,5,1,0,65,0
22042,Sales & Marketing,region_26,Bachelor's,m,other,1,43,3.0,11,1,0,54,0
21646,Technology,region_13,Bachelor's,f,sourcing,1,30,3.0,4,0,0,82,0
8093,Legal,region_22,Bachelor's,m,other,1,30,4.0,6,1,0,55,0
27848,Analytics,region_15,Bachelor's,m,other,1,34,3.0,3,0,0,87,0
72533,Sales & Marketing,region_27,Master's & above,m,sourcing,1,40,2.0,3,0,0,49,0
24570,Sales & Marketing,region_2,,m,other,1,23,,1,0,0,49,0
36937,Procurement,region_10,Master's & above,f,sourcing,1,45,3.0,7,0,0,66,0
38684,Technology,region_7,Master's & above,f,other,1,39,5.0,4,1,0,78,0
41284,Operations,region_6,Bachelor's,f,other,1,49,4.0,18,1,0,60,0
60068,Analytics,region_22,Bachelor's,f,other,1,27,3.0,4,1,0,83,0
31089,Sales & Marketing,region_27,Master's & above,m,sourcing,1,39,2.0,3,0,0,46,0
62035,Technology,region_23,Master's & above,f,other,1,33,3.0,7,0,0,83,0
66557,Sales & Marketing,region_22,Master's & above,m,other,1,28,3.0,5,0,0,47,0
46935,Procurement,region_17,Bachelor's,f,other,1,30,3.0,2,0,0,72,0
36435,Technology,region_2,Bachelor's,f,sourcing,1,56,1.0,16,0,0,80,0
46410,Technology,region_4,Bachelor's,m,other,1,27,4.0,3,1,0,78,0
53121,Sales & Marketing,region_5,Master's & above,m,sourcing,1,33,1.0,8,0,0,48,0
36126,Analytics,region_22,Bachelor's,m,referred,1,29,4.0,2,0,0,82,0
56135,Operations,region_15,Bachelor's,m,other,1,35,4.0,9,0,0,59,0
68649,Analytics,region_7,Master's & above,f,sourcing,1,33,3.0,6,0,0,84,0
71229,Finance,region_26,Bachelor's,m,sourcing,1,27,3.0,2,1,0,60,0
61823,Procurement,region_15,Master's & above,f,other,1,38,1.0,7,0,0,65,0
28230,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,,1,1,0,49,0
57535,Analytics,region_27,Bachelor's,m,sourcing,1,28,5.0,2,1,0,86,1
33818,Operations,region_16,Bachelor's,f,other,2,34,5.0,6,1,0,63,0
46691,Sales & Marketing,region_30,Bachelor's,m,other,1,37,4.0,10,0,0,52,0
68044,Analytics,region_29,Bachelor's,m,sourcing,1,35,4.0,7,0,0,81,0
31439,Legal,region_2,Master's & above,f,other,1,42,1.0,4,0,0,58,0
64356,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,2.0,6,1,0,48,0
7901,Sales & Marketing,region_8,Bachelor's,m,other,1,40,4.0,10,0,0,52,0
51567,Sales & Marketing,region_16,Bachelor's,m,sourcing,3,39,1.0,12,0,0,50,0
18505,Finance,region_26,Bachelor's,m,other,3,29,3.0,5,0,0,58,0
73911,Operations,region_7,Bachelor's,f,other,1,42,5.0,15,1,0,59,0
56606,Technology,region_2,Bachelor's,m,other,1,30,4.0,3,0,0,78,0
1187,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,31,3.0,5,1,0,48,0
1537,Operations,region_27,Bachelor's,m,other,1,37,3.0,8,0,0,64,0
44910,Procurement,region_5,Master's & above,f,other,1,36,3.0,10,0,0,71,0
17376,Operations,region_13,Bachelor's,f,other,2,36,4.0,3,1,0,59,0
39176,Technology,region_7,Master's & above,f,other,1,41,3.0,6,0,0,93,1
10510,Sales & Marketing,region_31,,m,sourcing,1,27,1.0,6,0,0,45,0
31037,Sales & Marketing,region_2,Bachelor's,m,other,1,53,1.0,12,0,0,49,0
7495,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,45,3.0,11,0,0,55,0
11639,Finance,region_6,Bachelor's,f,sourcing,1,28,,1,0,0,60,0
10114,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,29,2.0,2,0,0,51,0
26169,Technology,region_22,Master's & above,m,sourcing,2,33,5.0,3,1,0,83,0
60133,Procurement,region_2,Master's & above,m,other,2,37,5.0,5,1,0,73,0
33827,Procurement,region_15,Bachelor's,m,other,2,29,1.0,4,0,0,72,0
42456,Sales & Marketing,region_27,,m,other,1,39,3.0,7,0,0,53,0
6911,Operations,region_27,Bachelor's,f,sourcing,2,26,5.0,4,0,0,55,0
31627,Sales & Marketing,region_22,Bachelor's,m,other,2,32,3.0,7,0,0,46,0
72846,Analytics,region_22,Master's & above,m,other,1,32,4.0,2,0,0,85,1
59592,Finance,region_7,Bachelor's,f,other,1,32,5.0,2,1,0,61,0
52750,Analytics,region_31,Bachelor's,m,other,1,35,5.0,9,1,0,85,0
17822,Sales & Marketing,region_2,Bachelor's,m,other,4,35,3.0,5,0,0,50,0
55551,Procurement,region_2,Bachelor's,m,sourcing,3,33,4.0,3,0,0,67,0
28889,Procurement,region_2,Master's & above,f,sourcing,2,49,3.0,2,0,0,68,0
67631,Sales & Marketing,region_2,Master's & above,m,sourcing,1,55,5.0,13,0,0,53,0
3566,Analytics,region_7,Bachelor's,m,sourcing,1,28,3.0,2,0,0,89,0
70649,Operations,region_15,Master's & above,f,sourcing,1,34,3.0,6,1,0,57,0
51281,Sales & Marketing,region_13,Master's & above,m,other,1,47,3.0,7,0,0,52,0
46606,Technology,region_20,Master's & above,m,other,1,44,3.0,7,1,0,75,0
77788,Procurement,region_5,Bachelor's,f,sourcing,1,25,,1,1,0,68,0
16106,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,41,3.0,3,0,0,51,0
40750,Finance,region_27,Bachelor's,m,other,2,32,5.0,4,0,0,61,0
32329,Operations,region_15,Bachelor's,m,other,1,25,,1,1,0,60,0
136,Sales & Marketing,region_22,,m,other,3,28,1.0,2,0,0,50,0
50496,Finance,region_27,Bachelor's,m,other,1,30,3.0,2,0,0,62,0
25574,Sales & Marketing,region_30,Bachelor's,m,other,1,26,,1,1,0,48,0
55173,Technology,region_2,Master's & above,m,other,1,59,3.0,12,0,0,79,0
34317,Analytics,region_11,Bachelor's,m,other,1,48,3.0,14,1,0,85,0
33398,HR,region_17,Bachelor's,f,sourcing,1,33,3.0,6,0,0,51,0
44737,Procurement,region_2,Master's & above,f,sourcing,1,58,4.0,11,0,0,68,0
56735,Procurement,region_7,Master's & above,f,sourcing,1,31,3.0,3,0,0,69,0
12568,Operations,region_26,Master's & above,m,sourcing,1,32,3.0,5,0,0,56,0
54833,Technology,region_2,Master's & above,m,other,1,48,4.0,19,1,0,81,0
27202,Legal,region_22,Bachelor's,m,sourcing,1,26,,1,0,0,59,0
17316,HR,region_2,Master's & above,m,other,1,58,4.0,6,0,0,50,0
35714,Technology,region_22,Bachelor's,m,sourcing,1,29,3.0,6,1,0,78,1
51371,Operations,region_22,Bachelor's,m,other,3,30,5.0,5,1,0,61,0
38989,Operations,region_19,Master's & above,f,sourcing,1,48,5.0,4,1,0,59,0
4979,Technology,region_6,Bachelor's,f,sourcing,1,29,3.0,4,0,0,78,0
23103,Sales & Marketing,region_26,Bachelor's,m,other,1,34,3.0,7,0,0,49,0
39242,Sales & Marketing,region_31,,f,other,1,27,3.0,3,0,0,50,0
10871,Technology,region_2,Master's & above,m,sourcing,2,60,4.0,5,0,0,78,0
46133,Sales & Marketing,region_18,Bachelor's,m,other,1,29,,1,0,0,50,0
45609,Analytics,region_28,Master's & above,m,other,2,32,4.0,5,1,0,88,0
29652,Technology,region_5,Master's & above,m,other,1,47,5.0,7,1,0,81,0
52238,HR,region_32,Bachelor's,m,sourcing,1,30,3.0,4,0,0,48,0
39099,HR,region_2,Bachelor's,m,other,1,52,4.0,3,1,0,46,0
55906,Technology,region_27,Bachelor's,f,sourcing,1,30,3.0,4,1,0,77,0
59118,Sales & Marketing,region_2,Master's & above,f,other,1,41,1.0,6,1,0,51,0
71255,Analytics,region_25,Master's & above,m,other,1,37,3.0,10,1,0,84,1
33143,Technology,region_13,Master's & above,m,other,1,31,3.0,6,0,0,77,0
68373,Sales & Marketing,region_17,Master's & above,m,sourcing,1,44,3.0,12,0,0,54,0
13773,Procurement,region_2,Master's & above,f,other,1,38,3.0,3,1,0,69,0
64770,Sales & Marketing,region_7,Bachelor's,f,other,1,31,3.0,2,1,0,50,0
24710,Finance,region_2,Bachelor's,m,other,1,37,4.0,5,1,0,59,0
36720,Analytics,region_34,Bachelor's,m,sourcing,1,31,4.0,8,0,0,87,0
8521,Analytics,region_15,Bachelor's,m,sourcing,1,40,3.0,4,0,0,84,0
26112,Operations,region_22,Bachelor's,m,other,1,48,3.0,7,1,0,63,0
5043,Procurement,region_7,Master's & above,f,sourcing,1,59,3.0,18,0,0,70,0
68849,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,36,3.0,5,0,0,47,0
60724,Procurement,region_23,Master's & above,f,other,1,39,3.0,13,0,0,70,0
50663,Sales & Marketing,region_13,Bachelor's,m,other,1,25,,1,0,0,50,0
74680,Technology,region_17,Bachelor's,f,other,2,32,3.0,6,0,0,77,0
1748,Operations,region_20,Bachelor's,m,sourcing,1,27,5.0,3,0,0,58,0
27385,Legal,region_7,Bachelor's,f,other,1,30,,1,1,0,58,1
42185,Sales & Marketing,region_2,Bachelor's,m,referred,1,29,3.0,2,0,0,54,0
6480,R&D,region_4,Master's & above,m,sourcing,1,44,5.0,7,1,0,84,0
31502,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,2.0,3,0,0,51,0
37883,Analytics,region_2,Master's & above,m,other,1,59,3.0,17,0,0,81,0
54794,Finance,region_22,Bachelor's,m,other,4,32,3.0,7,0,0,60,0
49714,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,31,5.0,7,1,0,50,0
47593,Technology,region_17,Bachelor's,f,sourcing,1,32,5.0,3,1,0,80,0
42671,Procurement,region_7,Bachelor's,m,sourcing,1,30,,1,0,0,64,0
20827,R&D,region_2,Bachelor's,m,other,1,35,,1,0,0,87,0
1605,Procurement,region_2,Bachelor's,f,other,1,28,3.0,6,1,0,70,0
14742,Operations,region_3,Master's & above,m,other,1,45,4.0,7,1,0,95,1
63431,Analytics,region_22,Bachelor's,m,referred,1,28,,1,0,0,87,0
36010,Operations,region_15,,f,other,1,33,1.0,7,0,0,57,0
11628,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1.0,6,0,0,48,0
51243,Sales & Marketing,region_10,Master's & above,m,sourcing,1,50,5.0,7,0,0,59,1
40004,Operations,region_22,Bachelor's,m,other,1,31,3.0,7,0,0,64,0
22590,Procurement,region_5,Bachelor's,m,other,1,37,2.0,2,1,0,66,0
8380,Analytics,region_10,Master's & above,m,sourcing,1,31,3.0,5,1,0,82,0
66014,Operations,region_14,Bachelor's,m,other,2,38,5.0,3,1,0,57,1
48842,Sales & Marketing,region_22,Bachelor's,f,other,1,25,1.0,3,0,0,53,0
5814,Procurement,region_2,Bachelor's,f,sourcing,1,59,2.0,20,0,0,66,0
25095,Operations,region_22,Master's & above,f,other,1,37,5.0,8,1,0,58,0
58275,Sales & Marketing,region_2,Master's & above,m,other,1,38,4.0,7,1,0,70,1
