NQUEST,ANASC,ETA,Q
680173,1945,59,3
680173,1942,62,1
680193,1968,36,1
680193,1965,39,1
680193,2000,4,3
680193,2002,2,3
680210,1929,75,3
680210,1934,70,3
680211,1932,72,3
680211,1931,73,3
680212,1952,52,1
680212,1958,46,1
680213,1965,39,1
680213,1967,37,1
680213,1996,8,3
680214,1943,61,3
680214,1951,53,3
680215,1970,34,1
680216,1970,34,1
680216,1971,33,3
680216,2000,4,3
680217,1969,35,1
680217,1967,37,1
680217,1996,8,3
680217,1998,6,3
680222,1969,35,2
680223,1957,47,1
680223,1958,46,1
680223,1989,15,3
680223,1998,6,3
680227,1946,58,3
680227,1949,55,3
680229,1939,65,1
680229,1965,39,3
680230,1946,58,3
680230,1950,54,3
680230,1974,30,1
680231,1977,27,1
680231,1955,49,1
680231,1949,55,3
680233,1973,31,2
680233,1968,36,1
680234,1976,28,1
680234,1977,27,1
680235,1947,57,3
680235,1950,54,3
680235,1972,32,2
680238,1970,34,2
680238,1969,35,1
680238,1986,18,1
680239,1941,63,3
680239,1939,65,3
680240,1923,81,3
680243,1951,53,1
680243,1948,56,3
680243,1976,28,1
680243,1981,23,1
680244,1974,30,1
680244,1968,36,1
680244,2003,1,3
680245,1959,45,1
680245,1961,43,1
680247,1952,52,1
680247,1954,50,1
680247,1980,24,3
680247,1994,10,3
680249,1963,41,1
680249,1960,44,1
680250,1951,53,3
680250,1981,23,1
680251,1965,39,2
680252,1969,35,2
680252,1969,35,3
680252,1991,13,3
680252,2003,1,3
680253,1954,50,1
680253,1957,47,3
680253,1978,26,1
680253,1981,23,3
680257,1957,47,1
680257,1959,45,1
680257,1988,16,3
680258,1931,73,3
680258,1926,78,3
680258,1962,42,3
680259,1933,71,3
680259,1942,62,3
680261,1944,60,3
680261,1973,31,1
680261,1983,21,3
680263,1962,42,3
680264,1957,47,3
680264,1943,61,3
680264,1986,18,3
680266,1973,31,1
680269,1919,85,3
680269,1950,54,3
680270,1925,79,3
680270,1941,63,3
680270,1908,96,3
680271,1971,33,2
680271,1970,34,1
680271,1995,9,3
680271,1996,8,3
680272,1951,53,1
680272,1912,92,3
680272,1957,47,1
680274,1967,37,1
680274,1967,37,2
680274,1994,10,3
680274,1998,6,3
680275,1930,74,3
680278,1934,70,3
680278,1936,68,3
680279,1949,55,1
680279,1951,53,1
680279,1975,29,1
680279,1984,20,1
680280,1932,72,3
680282,1934,70,3
680282,1910,94,3
680282,1938,66,3
680284,1968,36,1
680284,1973,31,1
680284,2004,0,3
680285,1944,60,3
680286,1924,80,3
680286,1928,76,3
680287,1979,25,1
680287,1952,52,2
680287,1960,44,3
680287,1983,21,3
680292,1950,54,3
680292,1953,51,1
680293,1967,37,1
680293,1939,65,3
680294,1933,71,3
680294,1930,74,3
680298,1944,60,3
680298,1951,53,1
680298,1970,34,1
680311,1929,75,3
680311,1930,74,3
680316,1938,66,3
680316,1937,67,3
680318,1947,57,1
680318,1956,48,1
680318,1979,25,1
680318,1982,22,1
680337,1972,32,1
680337,1969,35,2
680337,1995,9,3
680340,1948,56,1
680341,1947,57,1
680352,1922,82,3
680353,1957,47,2
680355,1947,57,2
680355,1947,57,2
680356,1940,64,3
680357,1920,84,3
680357,1932,72,3
680357,1957,47,2
680357,1963,41,1
680358,1964,40,1
680358,1925,79,3
680358,1926,78,3
680359,1966,38,2
680359,1958,46,2
680359,1985,19,3
680359,1987,17,3
680359,1990,14,3
680360,1963,41,3
680360,1957,47,1
680360,1985,19,1
680360,1990,14,3
680361,1959,45,1
680361,1986,18,3
680362,1939,65,3
680362,1939,65,3
680382,1974,30,1
680384,1958,46,2
680384,1961,43,2
680384,1982,22,1
680384,1983,21,3
680385,1924,80,3
680386,1951,53,1
680386,1954,50,1
680386,1983,21,3
680387,1914,90,3
680388,1928,76,3
680388,1931,73,3
680388,1954,50,1
680390,1929,75,3
680391,1942,62,3
680391,1944,60,3
680391,1972,32,1
680392,1976,28,1
680392,1939,65,3
680393,1958,46,2
680393,1956,48,2
680393,1996,8,3
680393,1938,66,3
680394,1917,87,3
680399,1978,26,2
680401,1940,64,3
680401,1949,55,3
680401,1972,32,1
680401,1979,25,1
680405,1933,71,3
680405,1937,67,3
680406,1980,24,1
680406,1943,61,3
680406,1988,16,3
680407,1945,59,3
680408,1953,51,1
680408,1960,44,3
680408,1977,27,2
680408,1980,24,1
680409,1918,86,3
680409,1929,75,3
680425,1968,36,1
680425,1970,34,3
680425,1995,9,3
680425,1999,5,3
680426,1926,78,3
680427,1942,62,3
680427,1940,64,3
680427,1945,59,3
680428,1953,51,1
680428,1955,49,3
680428,1980,24,3
680428,1980,24,3
680429,1947,57,1
680429,1952,52,3
680429,1981,23,3
680430,1963,41,1
680430,1957,47,3
680430,1985,19,3
680430,1988,16,3
680431,1925,79,3
680431,1914,90,3
680432,1970,34,3
680432,1969,35,1
680432,2002,2,3
680433,1931,73,3
680433,1934,70,3
680434,1935,69,3
680434,1937,67,3
680435,1961,43,2
680435,1962,42,1
680435,1986,18,3
680435,1988,16,3
680436,1934,70,3
680437,1933,71,3
680437,1938,66,3
680438,1937,67,3
680438,1939,65,3
680438,1981,23,3
680455,1918,86,3
680461,1939,65,3
680461,1977,27,1
680463,1926,78,3
680464,1930,74,3
680465,1961,43,1
680465,1961,43,1
680466,1959,45,1
680467,1966,38,1
680467,1964,40,3
680467,1994,10,3
680467,2001,3,3
680477,1928,76,3
680477,1937,67,3
680482,1956,48,1
680482,1957,47,3
680482,1991,13,3
680487,1933,71,3
680487,1940,64,3
680488,1949,55,3
680488,1947,57,3
680488,1974,30,1
680488,1979,25,1
680489,1948,56,1
680489,1950,54,3
680489,1975,29,1
680489,1979,25,2
680490,1931,73,3
680491,1956,48,3
680491,1958,46,1
680493,1966,38,1
680493,1965,39,1
680493,1994,10,3
680493,2003,1,3
680494,1910,94,3
680495,1966,38,1
680495,1959,45,2
680495,1988,16,3
680495,1995,9,3
680497,1952,52,1
680497,1956,48,1
680497,1987,17,3
680498,1963,41,1
680498,1966,38,3
680498,1988,16,3
680498,1993,11,3
680498,1997,7,3
680499,1939,65,3
680499,1942,62,3
680500,1926,78,3
680501,1943,61,3
680501,1952,52,3
680501,1975,29,1
680502,1956,48,1
680502,1958,46,1
680502,1984,20,3
680502,1987,17,3
680503,1929,75,3
680503,1923,81,3
680504,1968,36,1
680504,1970,34,3
680504,1993,11,3
680504,2001,3,3
680511,1968,36,1
680512,1938,66,3
680512,1935,69,3
680512,1936,68,3
680513,1937,67,3
680523,1935,69,3
680523,1942,62,3
680523,1970,34,1
680523,1973,31,1
680535,1978,26,1
680535,1975,29,2
680536,1944,60,3
680536,1950,54,1
680536,1975,29,1
680537,1967,37,1
680537,1975,29,1
680537,2000,4,3
680537,2003,1,3
680538,1944,60,3
680539,1954,50,3
680539,1961,43,1
680539,1997,7,3
680540,1963,41,1
680540,1967,37,1
680540,1997,7,3
680549,1931,73,3
680549,1939,65,3
680549,1978,26,3
680555,1945,59,3
680555,1977,27,2
680566,1930,74,3
680567,1970,34,1
680570,1954,50,1
680570,1977,27,3
680576,1926,78,3
680576,1927,77,3
680576,1955,49,2
680576,1966,38,2
680581,1927,77,3
680581,1976,28,3
680582,1948,56,3
680582,1947,57,3
680582,1973,31,1
680584,1952,52,3
680584,1957,47,3
680584,1997,7,3
680585,1947,57,3
680585,1942,62,3
680585,1975,29,3
680587,1968,36,1
680587,1971,33,3
680587,2002,2,3
680588,1956,48,3
680588,1965,39,3
680588,1985,19,3
680588,1986,18,3
680588,1989,15,3
680588,1991,13,3
680588,1995,9,3
680591,1941,63,3
680591,1924,80,3
680595,1944,60,1
680595,1952,52,1
680595,1971,33,1
680596,1968,36,2
680596,1974,30,1
680597,1951,53,3
680597,1922,82,3
680599,1974,30,1
680601,1969,35,1
680601,1970,34,1
680602,1954,50,1
680602,1953,51,1
680602,1978,26,1
680606,1979,25,3
680606,1954,50,1
680607,1933,71,3
680607,1939,65,3
680612,1928,76,3
680612,1932,72,3
680613,1944,60,1
680613,1946,58,2
680614,1952,52,1
680614,1958,46,1
680614,1986,18,3
680614,1990,14,3
680631,1936,68,3
680631,1937,67,3
680633,1953,51,3
680633,1902,102,3
680635,1956,48,1
680635,1958,46,3
680635,1979,25,1
680635,1983,21,3
680637,1930,74,3
680637,1928,76,3
680637,1959,45,3
680640,1926,78,3
680641,1952,52,1
680641,1953,51,2
680643,1952,52,1
680643,1953,51,1
680643,1985,19,3
680643,1988,16,3
680644,1940,64,3
680644,1937,67,3
680645,1934,70,3
680645,1935,69,3
680646,1928,76,3
680648,1938,66,3
680648,1946,58,1
680651,1976,28,3
680651,1937,67,3
680652,1927,77,3
680653,1971,33,3
680653,1968,36,1
680653,1998,6,3
680653,2003,1,3
680654,1938,66,3
680655,1931,73,3
680657,1974,30,3
680657,1970,34,1
680657,1999,5,3
680657,2003,1,3
680658,1933,71,3
680658,1933,71,3
680658,1973,31,3
680663,1960,44,2
680663,1963,41,2
680663,1930,74,3
680663,1991,13,3
680663,2000,4,3
680663,2001,3,3
680672,1936,68,3
680672,1937,67,3
680672,1969,35,2
680679,1973,31,1
680679,1980,24,1
680684,1947,57,3
680684,1952,52,1
680686,1944,60,3
680686,1951,53,3
680686,1987,17,3
680686,1989,15,3
680687,1942,62,2
680687,1945,59,3
680689,1958,46,2
680689,1989,15,3
680690,1931,73,3
680690,1930,74,3
680690,1967,37,3
680700,1951,53,1
680700,1956,48,1
680700,1985,19,3
680700,1987,17,3
680701,1925,79,3
680702,1929,75,3
680702,1930,74,3
680703,1949,55,1
680703,1952,52,3
680716,1941,63,3
680716,1950,54,3
680717,1926,78,3
680717,1932,72,3
680720,1983,21,2
680726,1967,37,2
680726,1964,40,3
680726,1995,9,3
680726,1999,5,3
680727,1960,44,1
680727,1965,39,1
680727,1992,12,3
680727,1996,8,3
680729,1931,73,3
680731,1926,78,3
680731,1931,73,3
680732,1951,53,1
680732,1975,29,1
680732,1978,26,1
680732,1981,23,1
680732,1985,19,3
680733,1952,52,3
680733,1950,54,1
680733,1978,26,1
680733,1983,21,1
680735,1963,41,1
680735,1964,40,1
680735,1998,6,3
680736,1953,51,3
680736,1954,50,1
680736,1977,27,1
680736,1980,24,1
680737,1972,32,1
680739,1912,92,3
680740,1946,58,3
680740,1947,57,3
680740,1970,34,1
680740,1972,32,3
680740,1974,30,3
680740,1979,25,3
680741,1941,63,3
680741,1942,62,3
680741,1965,39,1
680741,1990,14,3
680742,1947,57,3
680742,1950,54,3
680742,1983,21,3
680742,1984,20,3
680743,1929,75,3
680743,1941,63,3
680743,1978,26,1
680744,1949,55,1
680744,1949,55,3
680744,1973,31,1
680744,1977,27,3
680745,1971,33,1
680745,1975,29,1
680745,2002,2,3
680745,2004,0,3
680746,1954,50,3
680746,1957,47,1
680746,1982,22,3
680747,1958,46,1
680747,1959,45,3
680747,1983,21,1
680747,1986,18,3
680747,1990,14,3
680749,1960,44,2
680749,1960,44,3
680749,1984,20,1
680749,1992,12,3
680750,1950,54,2
680750,1957,47,1
680750,1982,22,3
680755,1947,57,3
680755,1949,55,1
680755,1981,23,3
680760,1935,69,1
680760,1937,67,3
680770,1946,58,3
680770,1947,57,3
680770,1972,32,3
680770,1977,27,2
680771,1949,55,1
680771,1979,25,1
680772,1938,66,3
680772,1940,64,3
680773,1975,29,2
680773,1977,27,1
680774,1975,29,1
680774,1975,29,1
680776,1927,77,3
680776,1933,71,3
680777,1945,59,3
680777,1948,56,3
680780,1951,53,3
680780,1953,51,3
680780,1984,20,3
680788,1943,61,3
680788,1962,42,3
680788,1982,22,3
680789,1970,34,1
680789,1995,9,3
680790,1938,66,3
680790,1929,75,3
680792,1972,32,1
680792,1972,32,3
680792,1993,11,3
680792,2002,2,3
680795,1920,84,3
680796,1965,39,1
680796,1963,41,2
680797,1970,34,1
680797,1975,29,1
680797,2000,4,3
680829,1967,37,1
680832,1946,58,3
680832,1959,45,1
680832,1978,26,3
680832,1980,24,3
680832,1980,24,3
680833,1951,53,2
680833,1970,34,1
680833,2002,2,3
680836,1939,65,3
680837,1935,69,3
680837,1928,76,3
680838,1943,61,3
680839,1956,48,2
680839,1984,20,3
680840,1953,51,1
680840,1949,55,3
680840,1982,22,1
680840,1986,18,3
680840,1990,14,3
680841,1964,40,2
680841,1961,43,1
680841,1994,10,3
680841,2001,3,3
680842,1938,66,3
680842,1970,34,3
680842,1978,26,1
680843,1938,66,3
680843,1933,71,3
680844,1940,64,3
680844,1932,72,3
680847,1926,78,3
680848,1948,56,3
680848,1975,29,1
680849,1924,80,3
680850,1968,36,2
680850,1947,57,2
680850,1946,58,3
680850,1978,26,1
680851,1958,46,3
680851,1961,43,1
680851,1985,19,3
680851,1988,16,3
680851,1995,9,3
680852,1929,75,3
680853,1947,57,3
680853,1944,60,2
680854,1951,53,3
680854,1948,56,2
680854,1976,28,3
680854,1981,23,1
680855,1931,73,3
680859,1930,74,3
680860,1965,39,1
680860,1968,36,1
680860,2001,3,3
680860,1996,8,3
680861,1940,64,2
680861,1938,66,2
680861,1974,30,1
680862,1930,74,3
680862,1932,72,3
680863,1973,31,1
680863,1979,25,1
680864,1946,58,3
680864,1950,54,3
680865,1945,59,3
680865,1947,57,3
680865,1979,25,3
680865,1980,24,1
680866,1943,61,3
680866,1946,58,3
680867,1933,71,3
680868,1950,54,2
680868,1957,47,1
680869,1947,57,3
680869,1955,49,1
680869,1982,22,3
680870,1964,40,1
680870,1968,36,1
680870,1992,12,3
680870,1997,7,3
680871,1964,40,1
680871,1968,36,1
680871,1990,14,3
680871,1992,12,3
680872,1976,28,1
680872,1972,32,1
680872,2004,0,3
680876,1943,61,3
680878,1921,83,3
680880,1964,40,1
680888,1924,80,3
680889,1956,48,2
680889,1960,44,1
680889,1982,22,3
680889,1986,18,3
680890,1956,48,1
680891,1938,66,3
680891,1937,67,3
680892,1916,88,3
680895,1975,29,1
680895,1982,22,1
680896,1960,44,1
680896,1989,15,3
680899,1941,63,3
680899,1938,66,3
680901,1955,49,1
680901,1956,48,3
680901,1981,23,3
680901,1982,22,1
680901,1986,18,3
680902,1934,70,3
680902,1940,64,3
680903,1951,53,1
680903,1957,47,1
680903,1988,16,3
680904,1961,43,3
680904,1961,43,1
680904,1992,12,3
680904,1994,10,3
680904,1999,5,3
680905,1938,66,3
680905,1932,72,3
680906,1961,43,1
680906,1957,47,3
680906,1983,21,1
680906,1990,14,3
680907,1929,75,3
680907,1923,81,3
680908,1934,70,3
680909,1922,82,3
680909,1949,55,3
680910,1928,76,3
680911,1935,69,3
680911,1938,66,3
680912,1956,48,2
680912,1964,40,3
680912,1984,20,1
680913,1977,27,1
680913,1977,27,1
680914,1961,43,3
680914,1965,39,2
680914,2000,4,3
680915,1948,56,1
680915,1949,55,3
680916,1958,46,3
680916,1959,45,1
680920,1969,35,1
680920,1964,40,1
680920,1990,14,3
680920,1996,8,3
680920,1998,6,3
680921,1948,56,3
680921,1943,61,3
680923,1968,36,2
680923,1974,30,3
680923,2000,4,3
680929,1927,77,3
680930,1955,49,1
680930,1961,43,3
680931,1924,80,3
680932,1928,76,3
680933,1975,29,2
680933,1947,57,3
680933,1952,52,3
680933,1974,30,1
680933,1988,16,3
680934,1951,53,3
680934,1946,58,3
680934,1979,25,3
680934,1984,20,3
680935,1948,56,1
680935,1953,51,3
680935,1974,30,3
680935,1979,25,3
680935,1989,15,3
680936,1965,39,3
680936,1964,40,2
680936,1992,12,3
680936,1993,11,3
680937,1939,65,3
680937,1935,69,3
680937,1976,28,3
680937,1976,28,3
680938,1968,36,3
680938,1965,39,3
680938,1995,9,3
680938,2001,3,3
680939,1924,80,3
680940,1957,47,1
680943,1925,79,3
680943,1929,75,3
680944,1924,80,3
680944,1932,72,3
680948,1950,54,2
680948,1942,62,3
680948,1975,29,1
680950,1946,58,3
680950,1950,54,3
680950,1984,20,1
680953,1928,76,3
680953,1934,70,3
680953,1965,39,2
680954,1928,76,3
680954,1937,67,3
680957,1927,77,3
680957,1928,76,3
680962,1944,60,3
680962,1956,48,1
680962,1980,24,1
680962,1923,81,3
680963,1930,74,3
680963,1939,65,3
680965,1916,88,3
680965,1921,83,3
680965,1968,36,1
680966,1949,55,3
680966,1932,72,3
680967,1966,38,1
680967,1966,38,2
680967,1998,6,3
680968,1936,68,3
680968,1933,71,3
680969,1919,85,3
680970,1949,55,1
680970,1952,52,3
680970,1979,25,3
680971,1962,42,1
680971,1955,49,1
680971,1988,16,3
680971,1990,14,3
680974,1967,37,1
680974,1970,34,1
680975,1911,93,3
680975,1914,90,3
680975,1947,57,3
680978,1967,37,2
680980,1929,75,3
680980,1934,70,3
680981,1974,30,1
680981,1975,29,1
680982,1966,38,1
680982,1992,12,3
680995,1928,76,3
680995,1937,67,3
680996,1922,82,3
680997,1954,50,1
680997,1956,48,3
680997,1988,16,3
680997,1998,6,3
680998,1947,57,1
680998,1948,56,3
680998,1974,30,1
681002,1935,69,3
681002,1937,67,3
681002,1962,42,1
681008,1930,74,3
681011,1958,46,1
681011,1954,50,1
681011,1985,19,3
681011,1987,17,3
681011,1991,13,3
681011,1997,7,3
681012,1961,43,3
681012,1956,48,1
681012,1926,78,3
681012,1984,20,3
681012,1995,9,3
681014,1941,63,3
681014,1947,57,1
681014,1979,25,1
681021,1923,81,3
681021,1931,73,3
681021,1974,30,3
681031,1947,57,1
681031,1982,22,3
681033,1952,52,1
681033,1965,39,3
681033,1990,14,3
681033,1994,10,3
681033,1996,8,3
681033,1999,5,3
681035,1941,63,3
681039,1959,45,1
681039,1959,45,1
681039,1992,12,3
681040,1957,47,1
681046,1937,67,3
681046,1945,59,2
681046,1969,35,1
681046,1975,29,1
681047,1947,57,3
681047,1954,50,1
681047,1978,26,3
681055,1931,73,3
681064,1951,53,1
681064,1947,57,1
681064,1978,26,3
681064,1981,23,3
681065,1934,70,3
681065,1931,73,3
681083,1928,76,3
681084,1928,76,3
681092,1929,75,3
681092,1930,74,3
681093,1944,60,1
681093,1951,53,3
681093,1992,12,3
681094,1975,29,1
681094,1976,28,3
681096,1944,60,3
681096,1933,71,3
681096,1977,27,3
681097,1948,56,1
681097,1948,56,1
681098,1964,40,1
681098,1958,46,1
681098,1991,13,3
681098,1996,8,3
681099,1946,58,1
681099,1945,59,1
681102,1963,41,1
681102,1968,36,1
681105,1972,32,2
681105,1971,33,1
681106,1939,65,2
681106,1941,63,3
681107,1920,84,3
681107,1927,77,3
681110,1956,48,1
681110,1953,51,1
681110,1983,21,3
681111,1949,55,1
681126,1945,59,2
681126,1959,45,3
681127,1930,74,3
681127,1938,66,3
681133,1971,33,3
681133,1969,35,1
681133,2004,0,3
681136,1974,30,3
681136,1961,43,1
681136,1995,9,3
681136,1998,6,3
681142,1972,32,1
681142,1980,24,3
681145,1946,58,1
681145,1946,58,1
681145,1977,27,2
681148,1937,67,3
681148,1933,71,3
681149,1940,64,3
681149,1946,58,3
681149,1980,24,3
681150,1963,41,2
681150,1963,41,2
681150,1997,7,3
681150,2004,0,3
681151,1920,84,3
681151,1926,78,3
681152,1934,70,3
681152,1938,66,3
681158,1963,41,1
681158,1965,39,3
681158,1990,14,3
681159,1939,65,3
681159,1941,63,3
681159,1967,37,1
681160,1944,60,3
681160,1949,55,1
681160,1974,30,3
681174,1959,45,1
681175,1955,49,1
681177,1936,68,3
681177,1946,58,3
681180,1943,61,3
681182,1970,34,3
681182,1932,72,3
681183,1964,40,1
681185,1962,42,2
681185,1963,41,3
681185,1991,13,3
681186,1966,38,3
681186,1959,45,1
681186,1988,16,3
681186,1988,16,3
681187,1942,62,3
681189,1929,75,3
681192,1939,65,3
681192,1969,35,1
681192,1975,29,3
681192,1984,20,3
681193,1965,39,1
681193,1966,38,3
681193,2001,3,3
681195,1954,50,3
681195,1955,49,2
681195,1985,19,3
681195,1987,17,3
681196,1950,54,3
681196,1947,57,1
681196,1977,27,3
681197,1954,50,1
681197,1948,56,2
681197,1987,17,3
681199,1930,74,3
681200,1965,39,1
681200,1964,40,1
681200,1994,10,3
681202,1965,39,1
681202,1972,32,1
681202,1998,6,3
681211,1919,85,3
681212,1973,31,3
681212,1967,37,1
681212,1997,7,3
681222,1952,52,3
681223,1954,50,1
681223,1957,47,1
681223,1989,15,3
681228,1971,33,1
681228,1966,38,1
681228,2004,0,3
681229,1945,59,3
681230,1958,46,1
681230,1958,46,1
681230,1959,45,3
681230,1980,24,1
681231,1967,37,2
681231,1967,37,2
681231,2004,0,3
681236,1942,62,3
681236,1948,56,3
681236,1976,28,1
681236,1915,89,3
681239,1930,74,3
681239,1935,69,3
681240,1983,21,3
681240,1963,41,2
681241,1944,60,3
681241,1979,25,1
681242,1977,27,3
681244,1966,38,1
681244,1965,39,3
681244,1997,7,3
681245,1939,65,3
681245,1943,61,2
681247,1969,35,1
681247,1959,45,1
681247,1997,7,3
681247,2002,2,3
681249,1964,40,3
681249,1959,45,3
681249,1934,70,3
681249,1981,23,1
681249,1984,20,1
681254,1972,32,3
681254,1951,53,3
681254,1958,46,1
681255,1964,40,1
681256,1955,49,1
681256,1956,48,1
681256,1985,19,3
681256,1986,18,3
681257,1985,19,3
681257,1976,28,2
681258,1929,75,3
681258,1931,73,3
681260,1986,18,3
681260,1955,49,2
681260,1963,41,1
681260,1987,17,3
681263,1933,71,3
681265,1937,67,3
681265,1940,64,3
681266,1966,38,1
681267,1968,36,1
681267,1962,42,1
681267,1987,17,3
681267,1991,13,3
681268,1962,42,2
681268,1961,43,1
681268,1997,7,3
681268,2000,4,3
681268,2003,1,3
681269,1942,62,3
681269,1945,59,3
681269,1977,27,1
681270,1957,47,1
681270,1957,47,2
681270,1986,18,3
681270,1990,14,3
681271,1936,68,3
681271,1917,87,3
681271,1940,64,3
681272,1946,58,3
681272,1952,52,1
681272,1977,27,1
681272,1979,25,3
681286,1966,38,1
681286,1970,34,1
681286,1998,6,3
681286,2004,0,3
681287,1925,79,3
681287,1928,76,3
681287,1962,42,1
681288,1950,54,2
681288,1952,52,2
681288,1977,27,2
681292,1955,49,2
681292,1962,42,1
681292,1987,17,3
681292,1994,10,3
681297,1943,61,3
681297,1948,56,1
681298,1926,78,3
681298,1938,66,3
681299,1936,68,3
681299,1974,30,3
681300,1937,67,3
681300,1938,66,3
681301,1944,60,3
681301,1948,56,1
681301,1921,83,3
681306,1929,75,3
681319,1945,59,3
681320,1945,59,3
681320,1946,58,3
681321,1947,57,3
681321,1947,57,3
681322,1965,39,1
681323,1966,38,1
681323,1962,42,3
681323,1992,12,3
681323,1994,10,3
681329,1969,35,3
681329,1966,38,1
681329,1993,11,3
681329,1996,8,3
681329,2004,0,3
681330,1936,68,3
681330,1940,64,3
681331,1947,57,3
681331,1950,54,3
681331,1969,35,3
681332,1952,52,1
681332,1956,48,3
681332,1978,26,3
681332,1984,20,3
681332,1987,17,3
681332,1999,5,3
681333,1963,41,2
681333,1964,40,3
681333,1993,11,3
681333,1994,10,3
681334,1927,77,3
681334,1936,68,3
681334,1967,37,3
681335,1922,82,3
681335,1927,77,3
681336,1927,77,3
681336,1927,77,3
681337,1925,79,3
681337,1930,74,3
681337,1958,46,3
681338,1927,77,3
681349,1947,57,2
681349,1950,54,3
681349,1974,30,3
681349,1977,27,1
681354,1971,33,1
681354,1974,30,1
681357,1963,41,1
681365,1950,54,3
681365,1945,59,1
681365,1977,27,1
681366,1960,44,1
681368,1961,43,1
681368,1960,44,2
681368,1988,16,3
681368,1990,14,3
681368,1991,13,3
681368,1996,8,3
681368,2001,3,3
681369,1926,78,3
681371,1960,44,1
681371,1957,47,1
681371,1993,11,3
681373,1949,55,1
681373,1946,58,3
681374,1966,38,2
681375,1953,51,3
681375,1951,53,1
681375,1928,76,3
681376,1965,39,2
681376,1970,34,3
681376,2000,4,3
681377,1952,52,2
681377,1961,43,2
681377,1981,23,1
681378,1963,41,1
681378,1970,34,3
681378,1999,5,3
681378,2002,2,3
681379,1956,48,1
681379,1959,45,2
681379,1978,26,3
681380,1957,47,2
681380,1957,47,2
681380,1983,21,3
681381,1967,37,2
681381,1963,41,3
681381,1992,12,3
681387,1961,43,1
681387,1933,71,3
681388,1931,73,3
681389,1937,67,1
681394,1971,33,2
681394,1974,30,3
681394,2003,1,3
681397,1937,67,3
681397,1943,61,3
681403,1984,20,1
681403,1988,16,3
681403,1938,66,3
681406,1925,79,3
681407,1951,53,1
681407,1959,45,3
681407,1978,26,3
681407,1987,17,3
681410,1957,47,1
681410,1955,49,1
681410,1986,18,3
681410,1991,13,3
681411,1959,45,1
681411,1951,53,1
681411,1977,27,3
681412,1979,25,3
681412,1982,22,1
681413,1948,56,1
681414,1939,65,3
681415,1923,81,3
681415,1917,87,3
681416,1933,71,3
681416,1940,64,3
681418,1959,45,1
681418,1958,46,1
681418,1979,25,1
681418,1981,23,3
681418,1984,20,1
681418,1991,13,3
681419,1912,92,3
681420,1962,42,1
681420,1965,39,1
681420,1993,11,3
681420,1998,6,3
681421,1927,77,3
681429,1956,48,1
681429,1964,40,3
681429,1993,11,3
681429,1996,8,3
681430,1948,56,2
681431,1960,44,2
681431,1958,46,3
681432,1967,37,2
681432,1959,45,2
681432,1999,5,3
681432,2001,3,3
681433,1939,65,3
681433,1930,74,3
681434,1955,49,2
681434,1957,47,2
681434,1977,27,2
681435,1943,61,3
681435,1943,61,3
681435,1970,34,1
681435,1972,32,1
681436,1969,35,2
681436,1981,23,3
681436,1998,6,3
681436,2002,2,3
681437,1937,67,3
681437,1936,68,3
681437,1971,33,1
681438,1971,33,1
681438,1972,32,1
681438,2000,4,3
681438,2004,0,3
681440,1954,50,1
681440,1948,56,1
681440,1973,31,1
681440,1977,27,1
681441,1965,39,1
681441,1964,40,1
681441,2003,1,3
681471,1960,44,1
681471,1960,44,1
681472,1965,39,1
681473,1969,35,2
681477,1960,44,1
681477,1960,44,1
681477,1986,18,3
681477,1989,15,3
681478,1941,63,2
681478,1943,61,3
681481,1964,40,1
681481,1964,40,2
681481,2002,2,3
681481,2000,4,3
681482,1937,67,3
681482,1934,70,3
681489,1973,31,1
681489,1975,29,1
681495,1959,45,1
681495,1964,40,3
681495,1994,10,3
681496,1929,75,3
681496,1962,42,1
681499,1941,63,3
681500,1942,62,3
681500,1943,61,3
681500,1978,26,1
681501,1982,22,1
681501,1980,24,1
681504,1938,66,3
681504,1941,63,3
681504,1977,27,3
681504,1980,24,3
681505,1939,65,3
681505,1971,33,3
681506,1945,59,3
681506,1948,56,3
681506,1974,30,3
681508,1978,26,3
681510,1959,45,1
681510,1956,48,1
681510,1999,5,3
681510,2002,2,3
681518,1943,61,1
681518,1949,55,3
681518,1980,24,3
681518,1987,17,3
681519,1921,83,3
681519,1924,80,3
681520,1979,25,1
681520,1981,23,3
681521,1953,51,3
681521,1965,39,3
681521,1992,12,3
681521,1994,10,3
681521,1997,7,3
681522,1973,31,1
681522,1973,31,3
681522,1992,12,3
681522,1994,10,3
681522,1998,6,3
681522,2004,0,3
681528,1934,70,3
681548,1983,21,1
681548,1984,20,3
681548,2002,2,3
681550,1972,32,3
681550,1999,5,3
681551,1914,90,3
681555,1961,43,2
681555,1969,35,3
681555,1997,7,3
681555,2000,4,3
681555,2002,2,3
681556,1951,53,3
681556,1945,59,3
681556,1976,28,3
681557,1960,44,3
681557,1952,52,1
681557,1988,16,1
681557,1993,11,3
681558,1969,35,3
681558,1962,42,1
681558,1990,14,3
681558,1996,8,3
681559,1925,79,3
681562,1962,42,1
681563,1965,39,1
681563,1967,37,3
681565,1954,50,1
681565,1980,24,3
681566,1950,54,3
681568,1941,63,3
681569,1970,34,2
681569,1968,36,1
681571,1946,58,3
681571,1951,53,1
681571,1990,14,3
681573,1947,57,2
681573,1949,55,1
681573,1978,26,2
681573,1980,24,3
681573,1984,20,3
681575,1965,39,1
681575,1974,30,1
681575,2001,3,3
