NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD
680340,1,17089.49151,0,0,6720.365128,350,19399.49151,4060.365128,187500,38149.09861,7000,28500
680341,1,30000,-3000,0,10633.6783,0,33300,4333.6783,250000,165000,0,9000
680352,1,0,10400,0,9.9566796,0,10200,209.9566796,1500,1200,0,1000
680353,1,0,-1400,7000,8361.253595,0,12600,1361.253595,218850,31970.29882,41200,26000
680355,1,0,0,45000,11551.58746,0,28800,27751.58746,415000,119925.8181,0,85000
680356,1,0,9100,0,2427.382959,0,9600,1927.382959,75250,3300.251845,0,3050
680357,1,20000,8450,9000,3226.687775,0,24600,16076.68777,236922.4637,10025.96582,50000,35000
680358,1,13500,15226,0,5781.642636,200,16800,17507.64264,151500,35398.67182,0,32000
680359,1,0,0,5000,1002.629107,90,37200,-31287.37089,475000,30476.87914,120000,47000
680360,1,22410,0,0,2770.215283,-2350,19200,8330.215283,82500,3274.017153,23000,34000
680361,1,21160,0,0,48.88272359,90,18160,2958.882724,5000,5891.448823,0,12000
680362,1,0,24830,0,1596.214466,0,14160,12266.21447,120200,22000,0,26700
680382,1,12779.95419,0,0,2912.005956,1000,11679.95419,3012.005956,40000,1100,1700,5000
680384,1,13000,0,33000,3679.975087,0,27600,22079.97509,390000,19638.76592,0,35000
680385,1,0,13200,0,12.43720248,0,11400,1812.437203,0,1498.957842,0,2000
680386,1,25500,600,0,1.869852878,10000,21840,-5738.130147,0,225.3586078,7000,6000
680387,1,0,14400,0,3238.020533,0,14400,3238.020533,50000,101000,0,4500
680388,1,13500,9600,0,3320.743083,0,15300,11120.74308,155000,2500,0,11000
680390,1,0,3600,0,1816.594466,0,5400,16.594466,80000,2000,0,2000
680391,1,12000,18000,0,10.03878081,0,15600,14410.03878,1000,1209.895011,0,7000
680392,1,12500,8400,0,2412.44585,0,14400,8912.44585,80000,1500,1000,7500
680393,1,0,8400,30000,6894.277048,0,30000,15294.27705,1014000,107780.1536,0,3000
680394,1,0,10800,0,2420.743083,0,8400,4820.743083,90000,2500,0,2000
680399,1,0,-12000,42000,43.5228108,8700,10800,10543.52281,87500,19245.46084,3000,11000
680401,1,25500,19500,0,4882.97233,0,19200,30682.97233,150100,10000,0,6000
680405,1,0,15600,0,40.27298574,350,12000,3290.272986,100,4853.78508,0,3000
680406,1,12000,6500,0,7668.118301,0,16000,10168.1183,50200,8209.761153,8000,22000
680407,1,0,30745,0,11256.73574,0,34200,7801.735737,563000,55046.75322,0,16000
680408,1,24200,0,12000,3658.533595,0,14400,25458.5336,430200,7054.592147,0,12000
680409,1,0,24739,0,0.273139156,0,15960,8779.273139,0,32.91930648,0,2000
680425,5,13000,0,0,20.7430825,500,18000,-5479.256918,3000,2500,0,13000
680426,5,0,19500,0,60041.48617,0,74400,5141.486165,310000,5000,0,3000
680427,5,0,13000,0,3623.771001,500,15600,523.7710009,123000,2864.931106,0,10000
680428,5,9000,0,0,0,0,9912,-912,2000,0,0,6500
680429,5,7000,0,0,0,0,7512,-512,2000,0,0,5500
680430,5,10000,0,0,3600,0,12000,1600,2000,0,0,7000
680431,1,0,24700,0,33.188932,0,4488,20245.18893,1000,4000,0,1400
680432,1,13300,0,0,1024.891699,0,12880,1444.891699,120500,3000,0,13500
680433,1,0,14300,0,12033.18893,0,16800,9533.188932,203000,4000,0,6000
680434,1,0,22100,0,8458.080631,0,18000,12558.08063,225000,7000,0,15000
680435,1,12000,0,15000,29036.7613,0,43200,12836.7613,203000,56652.41545,37000,14000
680436,1,0,10530,0,6000,0,9000,7530,150100,0,0,400
680437,1,0,19240,0,126433.1889,0,132400,13273.18893,271000,4000,0,3800
680438,1,0,14950,0,4824.891699,0,10200,9574.891699,201000,3000,0,6500
680455,1,0,11050,0,3676.91044,0,12600,2126.91044,80500,9269.408294,0,5000
680461,1,10500,10660,0,22.71664007,150,18240,2792.71664,2000,2737.857316,0,10500
680463,1,0,13000,0,4827.914604,0,10800,7027.914604,161000,3364.326849,6000,5000
680464,1,0,14950,0,5449.097233,0,16200,4199.097233,151000,5917.301896,0,10500
680465,1,30000,0,0,58.080631,350,23400,6308.080631,3500,7000,0,29000
680466,1,7000,-2500,0,4800,175,9600,-475,800,0,0,4000
680467,1,14000,0,0,20.7430825,700,15600,-2279.256918,3000,2500,7000,11000
680477,1,0,16094,0,34.34982065,0,6840,9288.349821,1000,4139.912745,0,7000
680482,1,30000,0,0,4875.730558,0,13200,21675.73056,51000,2584.043718,0,10000
680487,1,0,13000,0,2609.423981,0,9600,6009.423981,104000,25240.21939,0,16000
680488,1,28500,22100,0,3914.36803,20000,12800,21714.36803,260000,33444.74075,0,55000
680489,1,33000,0,13000,4972.528281,0,15600,35372.52828,175000,20793.47183,0,22000
680490,1,0,11700,0,3251.551349,0,9150,5801.551349,171500,12239.18255,0,10000
680491,1,15000,0,0,3728.056113,0,12000,6728.056113,4000,15433.59245,12000,24000
680493,1,29500,0,0,5577.190462,0,18500,16577.19046,255000,56733.42672,19000,41000
680494,1,0,11050,0,3053.916933,0,7800,6303.916933,1000,6498.182346,0,3000
680495,1,7000,0,12000,241.3559213,0,12540,6701.355921,19500,44830.63877,19000,27000
680497,1,20000,0,0,36008.29723,0,42000,14008.29723,186265.5,1000,0,10000
680498,2,21000,12100,0,8495.41818,0,24000,17595.41818,503000,11500,0,30000
680499,2,0,12350,0,4800,0,15600,1550,121000,0,0,25000
680500,2,0,6500,0,12016.59447,0,16800,1716.594466,515000,2000,0,35000
680501,2,12000,13000,0,7216.594466,0,19200,13016.59447,222000,2000,0,15000
680502,2,28000,0,0,4216.594466,15000,34200,-16983.40553,254000,2000,0,197000
680503,2,0,13000,0,6033.188932,0,18000,1033.188932,71000,4000,0,6000
680504,2,19000,0,0,0,350,24000,-5350,0,0,0,2000
680511,3,16000,0,0,7307.864029,0,14400,8907.864029,117000,13000,0,6500
680512,3,0,27300,0,4402.548333,0,15600,16102.54833,150500,30297.63195,0,5500
680513,3,0,4550,0,2400,0,10800,-3850,100300,0,0,850
680523,1,34300.93099,29874,0,35403.39657,0,54300.93099,45277.39657,300300,10357.8319,14000,8000
680535,2,10100,0,13500,6013.731165,900,21700,7013.731165,550500,10000,84500,80000
680536,2,19800,24700,0,7302.59233,-150,29000,22952.59233,601000,30000,0,13000
680537,2,19350,0,0,3699.782248,0,17270,5779.782248,165500,20500,40000,14000
680538,2,0,9100,0,11212.44585,0,19200,1112.44585,482500,1500,0,14000
680539,2,14000,0,0,12.4458495,13000,18600,-17587.55415,1000,1500,12000,11000
680540,3,28500,0,0,9541.924127,0,26400,11641.92413,265000,65313.83735,0,9500
680549,3,0,42000,0,38278.57552,0,54000,26278.57552,550000,340432.9176,0,60000
680555,4,0,11700,20000,3165.94466,0,11400,23465.94466,271000,21500,0,15500
680566,1,0,18036,0,2787.2625,350,14400,6073.2625,47000,17500,500,10000
680567,1,16250,-200,0,33.188932,800,9240,6043.188932,1500,4000,5800,14000
680570,1,18200,0,0,39.8267184,450,11280,6509.826718,5000,7300,0,13000
680576,2,0,18200,18000,12088.4979,0,19200,29088.4979,389989.6719,10665.9528,0,50000
680581,4,0,9000,0,5400,0,14400,0,120400,0,0,10000
680582,4,20000,6600,0,2808.297233,0,9400,20008.29723,197000,1000,0,18000
680584,4,0,7800,0,0,0,10200,-2400,500,0,0,6000
680585,4,0,14400,0,4858.080631,10000,19200,-9941.919369,205000,7000,0,30000
680587,4,18400,0,0,6008.297233,0,20800,3608.297233,160000,1000,0,31000
680588,4,0,7500,0,0,0,19200,-11700,5000,0,0,15000
680591,1,0,24800,0,2441.865631,0,10800,16441.86563,201500,32000,24000,1000
680595,1,40800,0,0,3041.486165,12000,27000,4841.486165,85500,5000,0,17000
680596,1,14000,0,8400,41.44787184,3200,9600,9641.447872,400,4995.384828,0,5000
680597,1,0,28600,0,3600,0,19200,13000,70000,0,0,6000
680599,1,11700,0,0,30.13487271,1000,12240,-1509.865127,200,3631.918341,0,3000
680601,1,31400,0,0,3294.523631,0,24000,10694.52363,205000,10000,50000,21500
680602,1,48200,0,0,3586.797427,18000,18000,15786.79743,55000,19000,50000,30200
680606,2,20400,5000,0,7948.91699,600,23300,9448.91699,102800,30000,200,23000
680607,2,0,22750,0,8540.382199,50,38500,-7259.617801,235000,3500,0,35000
680612,3,0,18928,0,14034.57834,0,29400,3562.57834,333500,600,80000,20000
680613,3,50000,0,30613.21078,14954.23466,1000,42000,52567.44544,555000,130000,20000,60000
680614,3,25000,3120,0,14524.75668,1000,40800,844.7566796,310000,1200,40000,8500
680631,3,0,20800,0,3682.97233,0,21600,2882.97233,50400,10000,0,8000
680633,5,0,9100,0,2458.080631,0,6000,5558.080631,51000,7000,0,10000
680635,5,25000,0,0,4812.44585,0,16800,13012.44585,251000,1500,15000,20000
680637,5,0,19500,0,6000,0,24000,1500,151000,0,0,6000
680640,5,0,7800,0,7200,0,14400,600,250000,0,0,10000
680641,5,20000,0,15000,7487.140631,0,24000,18487.14063,455000,7000,38000,90000
680643,5,34000,0,0,8049.783398,13700,117600,-89250.2166,305000,6000,5000,65000
680644,5,0,6500,0,0,0,6444,56,0,0,0,13000
680645,5,0,10400,0,0,0,10344,56,0,0,0,10000
680646,5,0,6500,0,0,0,6420,80,0,0,0,5000
680648,3,3000,15600,0,2302.849005,0,14000,6902.849005,113000,36500,0,25000
680651,4,0,8890,0,4816.594466,0,9600,4106.594466,82000,2000,0,5000
680652,4,0,6708,0,4.1486165,0,7644,-931.8513835,0,500,0,7000
680653,4,15000,0,0,4242.673149,200,17400,1642.673149,210000,5143.05786,0,35000
680654,4,0,6360,0,5400,0,11760,0,155000,0,0,7000
680655,4,0,5760,0,5400,0,11160,0,102000,0,0,3500
680657,4,15200,0,0,4817.364104,0,18000,2017.364104,254000,2092.75837,0,40000
680658,4,0,6000,0,1800,0,7800,0,2000,0,0,40000
680663,4,20000,7800,30000,1324.458495,5000,31200,22924.4585,152260.5454,15002,0,30000
680672,1,0,22750,24000,16002.59233,0,45300,17452.59233,710000,70000,0,130000
680679,2,20600,0,0,14.9350194,0,22800,-2185.064981,500,1800,370,13000
680684,2,14600,13000,0,3859.059447,0,18200,13259.05945,312000,200,20000,22000
680686,2,0,16900,0,5081.486165,1500,23040,-2558.513835,252000,5000,0,27000
680687,3,0,10010,16500,14648.91699,0,32400,8758.91699,530000,30000,0,22000
680689,3,0,0,3500,0,0,18960,-15460,11000,0,6000,11000
680690,3,0,14560,0,0,0,15600,-1040,1000,0,0,11000
680700,5,51450,0,0,23599.28966,0,37000,38049.28966,390000,185000,4000,55000
680701,3,0,7800,0,1210.786403,0,6600,2410.786403,31000,1300,0,150
680702,3,0,20800,0,2272.039248,0,12700,10372.03925,97000,17500,0,9000
680703,3,18200,0,0,1167.430825,0,12960,6407.430825,150000,25000,0,18000
680716,4,0,13000,0,4811.616126,0,16200,1611.616126,65000,1400,0,25000
680717,4,0,16900,0,6029.040316,0,21600,1329.040316,120000,3500,0,15000
680720,2,2900,0,9600,4882.97233,0,65200,-47817.02767,298800.7953,10000,0,25000
680726,1,0,0,40000,11192.78233,800,42000,8392.78233,205000,20000,0,45000
680727,1,33000,0,0,8497.320631,0,33600,7897.320631,353000,47000,0,33000
680729,1,0,19100,0,2408.297233,0,8400,13108.29723,0,1000,0,700
680731,1,0,25610,0,29.0403155,0,16440,9199.040316,1000,3500,0,7000
680732,1,46000,0,0,6016.594466,0,18000,34016.59447,301500,2000,0,25000
680733,1,44000,0,0,6008.297233,0,24000,26008.29723,121000,1000,0,12000
680735,1,35600,0,0,12178.39051,190,36600,10988.39051,1000,21500,0,40000
680736,1,30000,0,0,3508.297233,0,33500,8.297233,71000,1000,20000,30000
680737,1,16000,0,0,15938.85032,0,22800,9138.850316,120000,13500,0,50000
680739,1,0,6500,0,1208.297233,0,7200,508.297233,0,1000,0,1000
680740,1,10000,13000,0,250,0,24130,-880,40000,0,200,2500
680741,1,15000,17199,0,9641.486165,0,27600,14240.48617,257000,5000,0,25000
680742,1,0,34385,0,10766.13016,0,25200,19951.13016,223000,102000,0,44000
680743,1,11500,19110,0,5397.400776,0,20400,15607.40078,202000,72000,0,21000
680744,1,24000,2769,0,265.511456,0,34320,-7285.488544,2500,32000,12000,40000
680745,1,47000,0,0,4447.215413,200,20400,30847.21541,130050,12500,50000,28000
680746,1,14000,5000,0,5089.012825,1200,18600,4289.012825,120250,47000,0,9100
680747,1,31500,0,0,7301.226243,0,31200,7601.226243,171000,12200,0,37000
680749,1,16000,0,5400,9952.82668,250,31996,-893.1733204,201000,61200,174000,14000
680750,1,22000,0,27000,30617.62949,0,44300,35317.62949,830000,28800,47000,30000
680755,1,13500,21970,0,3898.63585,6450,24000,8918.63585,132500,1500,43000,17000
680760,1,53000,0,45000,27092.0407,25000,68900,31192.0407,893000,364685.9837,0,80000
680770,1,0,13650,22000,9666.23815,500,35450,9366.23815,642000,61000,31500,58000
680771,1,24000,0,0,6062.229248,150,21000,8912.229248,141500,7500,0,7500
680772,1,0,41600,0,18518.80473,0,42700,17418.80473,1210000,209783.9884,0,24000
680773,1,4000,0,15000,49.85418076,0,13200,5849.854181,61000,6010.530887,0,20000
680774,1,23500,0,0,4360.094466,0,19200,8660.094466,145000,2000,50000,7000
680776,1,0,20800,0,9066.70633,0,24150,5716.70633,752000,24000,0,5500
680777,1,0,36400,0,7316.161262,0,25200,18516.16126,151500,14000,0,7000
680780,1,0,18200,0,8345.080631,700,22400,3445.080631,110500,7000,100000,6500
680788,2,27000,0,0,30559.81146,400,51000,6159.811456,960000,332000,0,43000
680789,2,16700,2400,0,9600,3000,22700,3000,350400,0,3500,16000
680790,2,0,20800,0,9431.88932,0,27700,2531.88932,310000,40000,0,23000
680792,2,19000,0,0,5.8080631,0,21000,-1994.191937,2000,700,28000,32000
680795,2,0,11960,0,3641.486165,0,14400,1201.486165,201000,5000,0,8000
680796,2,20000,-1000,16000,26.5511456,17000,29760,-11733.44885,71000,3200,5000,12000
680797,2,22000,0,0,5658.170631,10000,20400,-2741.829369,203000,7000,7000,35000
680829,3,49000,0,0,10010.18839,0,32400,26610.18839,355000,48700,99000,18000
680832,5,18000,25935,0,16522.62101,2500,45800,12157.62101,320000,70688.43441,0,35000
680833,5,14000,-15000,21000,23001.95233,0,35000,8001.952327,682022.1264,235.2985331,88000,22000
680836,4,0,9880,0,1882.97233,0,6600,5162.97233,60400,10000,0,5000
680837,4,0,17550,0,4200,0,12000,9750,181500,0,0,12000
680838,4,0,6500,0,1800,0,6600,1700,76000,0,0,6000
680839,4,0,0,53000,4448.91699,0,22200,35248.91699,1002500,30000,5000,23000
680840,4,25600,0,0,7324.458495,0,16200,16724.4585,182000,15000,0,22500
680841,4,36500,0,60000,8007.64398,750,20700,83057.64398,237500,80000,0,40000
680842,4,10000,11300,0,3082.97233,0,10200,14182.97233,70750,10000,0,12000
680843,4,0,13000,0,2482.97233,0,9600,5882.97233,1500,10000,0,25000
680844,4,0,9750,0,3782.539126,0,10800,2732.539126,177000,22000,0,7000
680847,4,0,11453,0,0,0,11208,245,500,0,0,250
680848,4,9000,6500,0,49.783398,0,15600,-50.216602,0,6000,0,12000
680849,4,0,10260,0,1800,0,10200,1860,50000,0,0,200
680850,4,11050,0,140000,6925.91533,400,36750,120825.9153,2397000,63000,45000,65000
680851,4,6000,0,0,4200,0,18600,-8400,180000,0,0,4000
680852,4,0,6630,0,3207.750156,0,8520,1317.750156,220000,10575.8337,0,300
680853,4,0,0,1800,3191.486165,0,17550,-12558.51384,245381.2536,5000,0,15000
680854,4,5720,0,1400,2426.831302,0,16800,-7253.168698,252024.5606,3233.765016,0,28500
680855,4,0,22100,0,981.955825,0,14400,8681.955825,0,50000,0,6500
680859,1,0,5200,0,4824.56568,0,9000,1024.56568,80500,2960.707498,0,600
680860,1,21000,0,0,3928.486165,0,18000,6928.486165,161000,5000,100000,6500
680861,1,9600,0,9000,10874.6751,0,21600,7874.675097,318000,9000,0,11500
680862,1,0,19500,0,18124.4585,0,27600,10024.4585,403000,15000,0,8500
680863,1,30600,0,0,1269.97233,21500,17700,-7330.02767,263000,10000,110000,21500
680864,1,0,24700,0,5438.808495,12000,15200,2938.808495,261000,15000,5000,12800
680865,1,7200,13000,0,7258.080631,0,15600,11858.08063,171000,7000,0,6000
680866,1,0,13000,0,30041.48617,0,38400,4641.486165,603000,5000,0,10000
680867,1,0,6500,0,3633.188932,0,9600,533.188932,1000,4000,0,4000
680868,1,13000,0,38000,11795.80786,0,19200,43595.80786,335000,38000,5000,17000
680869,1,14000,13000,0,6220.551165,0,13200,20020.55117,101000,20000,5000,9000
680870,1,32300,0,0,9167.851699,0,22800,18667.8517,180800,3000,8000,11500
680871,1,22100,0,0,4604.938932,0,16800,9904.938932,201000,4000,25000,11500
680872,1,26200,0,0,1388.794466,0,14400,13188.79447,90500,2000,60000,11000
680876,1,0,17550,0,4449.130145,1200,13440,7359.130145,159000,75000,1200,14400
680878,1,0,13200,0,207.430825,2500,12360,-1452.569175,8000,30000,0,10200
680880,1,18850,0,0,45.6347815,650,10200,8045.634782,2000,5500,5000,12000
680888,1,0,17550,0,334.701699,0,15000,2884.701699,3000,13000,0,2500
680889,1,15000,0,25000,37.3375485,0,26400,13637.33755,60000,4500,31000,36000
680890,1,10296.07785,0,0,6330.553083,0,12296.07785,4330.553083,2000,12500,0,3000
680891,1,0,26650,0,6502.052549,850,26400,5902.052549,129000,19500,0,15500
680892,1,0,18200,0,3485.458083,0,15000,6685.458083,53000,17500,0,1500
680895,1,22000,0,0,37.3375485,0,18036,4001.337549,1000,4500,0,5500
680896,1,23000,0,0,6648.660316,0,24000,5648.660316,15000,23500,0,17000
680899,1,0,14820,0,20.7430825,0,15972,-1131.256918,7000,2500,0,5000
680901,1,28000,0,0,24.891699,0,19380,8644.891699,5000,3000,0,7000
680902,1,0,19500,0,6037.337549,0,19200,6337.337549,90000,4500,0,16000
680903,1,45000,0,0,5922.795631,1500,29400,20022.79563,108000,22000,0,26000
680904,1,20000,0,0,4825.383572,0,22800,2025.383572,50,3059.281506,0,27500
680905,1,0,17888,0,3012.094891,0,17400,3500.094891,80500,1457.701724,0,6500
680906,1,24000,5720,0,6082.97233,0,21600,14202.97233,502000,10000,0,20000
680907,1,0,17082,0,4282.97233,0,17400,3964.97233,81000,10000,0,6000
680908,1,0,10725,0,2540,0,9740,3525,155100,0,0,75000
680909,1,0,6448,0,3600,0,9600,448,60000,0,0,5200
680910,1,0,9490,0,7908.297233,0,10800,6598.297233,191500,1000,0,3500
680911,1,0,20930,0,2412.44585,0,16800,6542.44585,73000,1500,0,3000
680912,1,10000,0,20000,4882.97233,12000,24000,-1117.02767,230500,20000,0,32000
680913,1,21000,0,0,6689.644787,1000,18400,8289.644787,320500,34908.59989,0,13000
680914,1,0,0,25000,3638.898495,0,19800,8838.898495,110500,20000,12000,12000
680915,1,18000,0,0,22.47774081,0,14700,3322.477741,200,2709.064674,0,15500
680916,1,13500,8567,0,2698.706165,2500,18600,3665.706165,91000,5000,6000,23000
680920,2,34500,4800,0,20.7430825,1500,15840,21980.74308,1000,2500,0,4000
680921,3,0,11180,0,1520.743083,0,9300,3400.743083,80000,2500,0,8000
680923,4,15000,200,14401.58641,17861.19466,0,17150,30312.78107,1061000,270000,10000,30000
680929,4,0,13000,0,0,0,15000,-2000,200,0,0,1000
680930,4,25000,0,0,3066.377864,0,23400,4666.377864,102000,8000,0,5500
680931,4,0,6760,0,2400,0,8640,520,81000,0,0,200
680932,4,0,6760,0,1804.446031,0,7800,764.4460308,80500,535.845003,0,200
680933,4,12500,10400,12000,41.486165,0,35400,-458.513835,76500,5000,0,12500
680934,4,0,9100,0,3000,0,11400,700,103000,0,0,5000
680935,4,30000,0,0,4228.97,0,24000,10228.97,184000,0,31000,7000
680936,4,0,0,13000,41.486165,0,22200,-9158.513835,42590.52344,5000,0,6000
680937,4,0,14300,0,124.458495,0,15600,-1175.541505,3000,15000,0,3000
680938,4,0,10000,0,3600,0,7200,6400,101000,0,5000,5000
680939,4,0,11700,0,4882.97233,0,10800,5782.97233,190000,10000,0,15000
680940,4,36000,0,0,4258.080631,0,30600,9658.080631,258000,7000,0,10000
680943,4,0,30550,0,6062.229248,0,24000,12612.22925,110000,7500,0,12000
680944,4,0,15600,0,3600,0,16800,2400,95000,0,0,10000
680948,1,20000,0,10000,34341.28022,0,42000,22341.28022,1000000,6650.436381,30000,12000
680950,1,8000,8800,0,3768.551717,0,13200,7368.551717,123000,20314.20796,0,28000
680953,1,0,35100,12000,14565.49757,20000,30000,11665.49757,615000,169171.1611,0,75000
680954,1,0,18200,0,5261.074299,0,13200,10261.0743,203000,55569.64579,0,19000
680957,1,0,5200,0,3826.718173,0,12000,-2973.281827,122000,27324.55178,0,13000
680962,1,23500,21450,0,636.5199884,9500,11400,24686.51999,4000,60088.69251,0,31000
680963,1,0,20150,0,3631.723748,0,11600,12181.72375,235000,34542.14464,0,25000
680965,1,30000,11700,0,3522.296957,0,10200,35022.29696,93000,35388.25088,0,25000
680966,1,0,13000,0,3625.206343,0,11400,5225.206343,72000,47845.71967,0,15000
680967,1,35000,0,21000,5091.31373,1200,14400,45491.31373,382000,37109.74446,0,50000
680968,1,0,24440,0,3849.556249,0,12000,16289.55625,204000,30077.0448,0,25000
680969,1,0,16900,0,3076.705237,0,7800,12176.70524,100500,9244.676785,0,10000
680970,1,71500,14950,0,22040.66856,25000,60100,23390.66856,700000,180548.8447,0,105000
680971,1,5710,0,0,7507.381165,4000,38400,-29182.61884,530000,50000,28500,50000
680974,1,28180,0,0,3797.77233,0,12180,19797.77233,81000,10000,43600,14500
680975,1,0,22100,0,9832.322524,0,24000,7932.322524,100500,28000,0,5000
680978,2,0,-4800,724000,7200,0,25200,701200,2696000,500000,0,29000
680980,2,0,23400,0,19053.99323,0,36550,5903.993233,917000,17000,0,15000
680981,2,25000,0,0,5453.932015,0,11400,19053.93202,0,6500,0,25500
680982,2,14000,1400,0,7.88237135,0,17640,-2232.117629,0,950,0,13000
680995,4,0,24700,0,4924.232625,0,30950,-1325.767375,927000,2920.567005,0,23000
680996,5,0,5200,0,1824.891699,0,7800,-775.108301,0,3000,0,10000
680997,5,18000,0,0,3604.148617,0,15600,6004.148617,130000,500,10000,31000
680998,5,20000,7900,0,1426.47233,0,22200,7126.47233,184000,10000,50000,47000
681002,2,10500,12194,0,12029.04032,0,24000,10723.04032,191000,3500,0,4000
681008,3,0,12987,0,4.1486165,0,16800,-3808.851384,2000,500,3000,9000
681011,3,79344.77259,0,0,20654.89683,0,51244.77259,48754.89683,690000,60000,1350,60000
681012,3,15000,7811,0,7292.943,0,25200,4903.943,156000,3000,0,20000
681014,3,30500,11700,0,3007.31,0,25350,19857.31,177000,0,13000,15000
681021,4,0,28050,0,7841.486165,0,28200,7691.486165,627000,5000,0,30000
681031,1,17000,0,0,4838.996995,0,22800,-961.0030049,150500,4700,0,20000
681033,1,33000,0,0,20400,0,56400,-3000,202000,0,0,20000
681035,1,0,10400,0,3311.291417,0,12600,1111.291417,100500,3057.81661,16000,5000
681039,1,24700,0,0,3658.080631,0,27600,758.080631,101000,7000,16000,18000
681040,1,10400,0,0,4841.486165,0,10800,4441.486165,50200,5000,0,2500
681046,3,3300,18915,13000,11684.70923,300,35400,11199.70923,583107.0546,34313.75608,0,22000
681047,3,14000,19500,0,-142.825,1250,27060,5047.175,500,0,3200,26000
681055,3,0,19500,0,10424.3084,0,27600,2324.308398,279000,41000,10000,33000
681064,4,46200,0,0,6518.179063,0,41300,11418.17906,590000,2028.274058,105000,30000
681065,4,0,37790,0,25243.39716,0,44800,18233.39716,480900,22500,0,15000
681083,3,0,7150,0,682.97233,0,4200,3632.97233,150500,10000,0,400
681084,3,0,9620,0,900,0,8700,1820,81500,0,0,3000
681092,4,0,10790,0,66.377864,0,3900,6956.377864,250,8000,0,500
681093,4,13000,3120,0,4424.891699,0,16400,4144.891699,207000,3000,0,6000
681094,4,3000,0,0,33.188932,0,6600,-3566.811068,1000,4000,0,6000
681096,4,0,8200,0,2200,0,5800,4600,41950,0,0,5400
681097,4,13000,3000,0,1024.891699,11500,7240,-1715.108301,7000,3000,8000,10000
681098,4,27500,0,0,2557.647427,20000,14400,-4342.352573,63000,19000,25000,45000
681099,4,5000,9800,0,1200,0,8400,7600,51000,0,0,2000
681102,1,41000,0,0,7080.415398,12000,29800,6280.415398,185000,78000,215,65000
681105,1,21500,0,330000,12391.60184,40000,21600,302291.6018,434500,69000,0,55000
681106,1,0,0,25000,5520.84966,0,23200,7320.84966,401000,25000,0,1000
681107,1,0,18200,0,3999.406126,0,21600,599.406126,100100,29000,0,500
681110,2,33500,0,0,5890.158617,13500,30000,-4109.841383,254000,500,24000,22000
681111,2,28000,-9500,0,6207.430825,-150,24000,857.430825,100000,25000,0,3000
681126,3,0,-7000,30000,9783.53165,13000,31200,-11416.46835,980000,320000,17000,55000
681127,4,0,7840,0,7810.48429,0,14400,1250.48429,510000,1263.588743,0,23000
681133,4,10000,1300,0,0,16000,12528,-17228,500,0,800,17000
681136,4,13000,0,0,-609.934272,0,15072,-2681.934272,20000,16000,13000,9000
681142,1,4900,3120,0,6016.594466,5300,14400,-5663.405534,1000,2000,0,17000
681145,1,39500,0,10400,13039.03732,0,35050,27889.03732,440000,36647.34755,0,16000
681148,2,0,13286,0,5355.444782,0,17000,1641.444782,382000,15500,0,17500
681149,2,0,23140,0,2612.087165,0,22920,2832.087165,131000,26000,0,22500
681150,2,0,0,172000,12802.4966,0,31200,153602.4966,362000,200000,15000,85000
681151,2,0,14040,0,3012.44585,0,14424,2628.44585,301000,1500,0,13000
681152,2,0,30160,0,10806.03553,0,34500,6466.03553,530000,17200,0,29000
681158,3,20300,0,0,10838.997,0,21900,9238.996995,255000,4700,0,34000
681159,3,16300,27300,0,9382.539126,0,37100,15882.53913,191000,22000,0,20000
681160,3,5000,13000,0,12351.29617,7000,24000,-648.703835,207000,15000,0,33000
681174,1,9470,-2500,0,2400,200,5900,3270,1500,0,200,3650
681175,1,16100,0,0,4932.755728,650,13800,6582.755728,103500,16000,0,18000
681177,1,0,27620,0,6289.376796,350,20280,13279.3768,92000,22000,0,25500
681180,1,0,14365,0,6282.140898,0,15480,5167.140898,114000,13500,0,14000
681182,1,0,14560,0,5917.337549,120,15360,4997.337549,101500,14500,4000,10500
681183,1,11500,0,0,0,200,12600,-1300,500,0,500,6000
681185,1,0,0,20000,6320.84966,1100,20400,4820.84966,7000,25000,9000,28000
681186,1,16380,0,0,29.0403155,1100,15360,-50.9596845,3000,3500,350,15500
681187,1,0,12025,0,62.2292475,0,12600,-512.7707525,1700,12500,0,6000
681189,1,0,13195,0,4899.566796,430,14280,3384.566796,4600,12000,0,11500
681192,1,14000,11700,0,20.7430825,0,23760,1960.743083,5000,2500,0,10000
681193,1,19000,0,0,7237.337549,0,21600,4637.337549,125000,4500,0,21000
681195,1,0,0,90000,11500.34617,0,87600,13900.34617,420000,65000,0,65000
681196,1,100000,0,0,13900.34617,0,75000,38900.34617,275000,65000,0,40000
681197,1,18000,0,30000,8476.577549,0,40800,15676.57755,250000,44500,0,35000
681199,1,0,10400,0,3620.743083,0,12000,2020.743083,45000,2500,0,7200
681200,1,34000,0,0,3470.366165,0,21600,15870.36617,67500,5000,24000,14000
681202,1,33000,0,0,316.0403155,0,28800,4516.040316,148000,3500,100000,17000
681211,4,0,8580,0,16.594466,0,8520,76.594466,0,2000,0,500
681212,4,13000,0,0,91.269563,0,13284,-192.730437,0,11000,0,7000
681222,1,0,3146,0,0,0,6000,-2854,1000,0,5000,3500
681223,1,75000,0,0,24104.8558,1000,49500,48604.8558,635000,313318.8971,0,50000
681228,1,20000,0,0,2079.043083,0,19200,2879.043083,122000,2500,90000,7000
